county,real_property_value,public_utility_property_value,tangible_property_value,total_property_value,real_property_tax,public_utility_property_tax,tangible_property_tax,total_property_tax,special_assessments,year
belmont,407456220000,112169720000,58000649000,577626589000,20130608000,5302467000,2842736000,28275811000,27030000,1990
brown,186952520000,38826310000,15321660000,241100490000,8950719000,1827628000,761251000,11539598000,22313000,1990
butler,2286965730000,235369990000,499710431000,3022046151000,127876535000,13027838000,26508520000,167412893000,2892410000,1990
carroll,173242280000,45027920000,29273086000,247543286000,8349845000,2099510000,1473405000,11922759000,67413000,1990
champaign,236004130000,41453860000,58281882000,335739872000,12724904000,2200657000,3200485000,18126046000,46788000,1990
clark,971090810000,121444550000,175030626000,1267565986000,55445715000,6913786000,9837388000,72196889000,429100000,1990
clermont,1075641370000,224834220000,146913776000,1447389366000,68582313000,13532424000,8779034000,90893772000,372973000,1990
clinton,244651390000,33853180000,61911730000,340416300000,12192280000,1652153000,3063247000,16907680000,202171000,1990
columbiana,539384670000,108497800000,99028179000,746910649000,29815138000,5803954000,5730942000,41350033000,213129000,1990
coshocton,238489965000,169661320000,74726331000,482877616000,11350927000,6409606000,3571596000,21332130000,111635000,1990
crawford,299272180000,40682280000,97110410000,437064870000,18085738000,2446056000,5783794000,26315588000,82609000,1990
cuyahoga,13642240180000,1316724510000,2629787689000,17588752379000,1153814621000,106262230000,195589930000,1455666781000,23271342000,1990
darke,354415650000,32031650000,67280450000,453727750000,16252578000,1441369000,3132968000,20826915000,151901000,1990
defiance,264505100000,59224440000,69153533000,392883073000,13136718000,2977115000,3278821000,19392654000,363736000,1990
delaware,755606870000,92362210000,119259328000,967228408000,41264688000,4833064000,6362046000,52459798000,98049000,1990
erie,669607620000,90002520000,142201041000,901811181000,45038005000,5951199000,9411462000,60400666000,1720089000,1990
fairfield,859634990000,90208390000,98724901000,1048568281000,55607522000,5567478000,6008752000,67183751000,120681000,1990
fayette,175852960000,30994150000,31931536000,238778646000,8220577000,1402649000,1508638000,11131864000,156377000,1990
franklin,9362373590000,735634100000,1709593427000,11807601117000,635645233000,49180086000,112114752000,796940072000,1061843000,1990
fulton,276172380000,54045080000,80939702000,411157162000,16120162000,3124762000,4636607000,23881531000,418683000,1990
gallia,179975000000,249669200000,23935565000,453579765000,6079958000,7956917000,839612000,14876487000,45429000,1990
geauga,883598290000,91010450000,89144480000,1063753220000,71059953000,7198159000,7688822000,85946934000,498159000,1990
greene,1048704290000,118477920000,103063842000,1270246052000,68147429000,7586347000,6580380000,82314156000,1801539000,1990
guernsey,219631720000,50950440000,69782924000,340365084000,10499287000,2375810000,3721251000,16596348000,107115000,1990
hamilton,7622714820000,869491430000,1990447390000,10482653640000,534555517000,59267693000,127616174000,721439384000,2956427000,1990
hancock,590228030000,80427830000,171517741000,842173601000,28442276000,3644287000,7881761000,39968324000,327240000,1990
hardin,185228020000,NA,37110327000,222338347000,NA,NA,1812761000,1812761000,NA,1990
harrison,106856190000,33621360000,17816360000,158293910000,5128676000,1588564000,850209000,7567449000,36401000,1990
henry,209336450000,36092750000,53319820000,298749020000,11116117000,2026939000,2721133000,15864190000,412314000,1990
highland,193288760000,26371430000,33687897000,253348087000,8422841000,1156044000,1500564000,11079449000,35287000,1990
hocking,142038540000,49252100000,24266010000,215556650000,7831380000,2691605000,1343049000,11866035000,25110000,1990
holmes,212441490000,32239600000,39855360000,284536450000,9809476000,1524287000,1824961000,13158724000,7327000,1990
huron,378074140000,46792540000,109286159000,534152839000,21122036000,2593090000,6043880000,29759006000,190096000,1990
jackson,151493710000,40494640000,34456929000,226445279000,5742744000,1489291000,1314097000,8546132000,10049000,1990
jefferson,438564960000,355260650000,116179930000,910005540000,19828948000,14847280000,5442007000,40118236000,209806000,1990
knox,317667750000,49590890000,68052225000,435310865000,17746995000,2784215000,3659532000,24190742000,1140576000,1990
lake,2968122150000,756321590000,430638741000,4155082481000,215996633000,51420086000,30925451000,298342170000,6057688000,1990
lawrence,271789990000,78428100000,47672294000,397890384000,10804848000,3058410000,1862469000,15725726000,180388000,1990
licking,947165740000,127481240000,188875162000,1263522142000,51979940000,6850778000,9623826000,68454544000,431423000,1990
logan,332474210000,37518750000,67416396000,437409356000,17798992000,2005141000,3621785000,23425919000,764131000,1990
lorain,1922534850000,338803950000,399786705000,2661125505000,132132237000,23114226000,27496856000,182743319000,2253042000,1990
lucas,3677347330000,455082540000,804487415000,4936917285000,279643176000,32901502000,57823908000,370368586000,12961487000,1990
madison,239474900000,44461120000,33920810000,317856830000,12025634000,2171033000,1742356000,15939023000,250021000,1990
mahoning,1581262820000,227459580000,268805900000,2077528300000,104657934000,14933381000,20094737000,139686052000,816755000,1990
marion,399247270000,61548530000,109919413000,570715213000,23296468000,3590100000,6365403000,33251972000,398775000,1990
medina,1175320380000,130427730000,148110922000,1453859032000,83130330000,8995476000,10284094000,102409900000,1991245000,1990
meigs,128097010000,50700850000,30208470000,209006330000,4979111000,1945115000,1174711000,8098937000,0,1990
mercer,306378671000,24800520000,57401176000,388580367000,13755259000,1113898000,2626136000,17495293000,311668000,1990
miami,782722060000,70736650000,216157152000,1069615862000,44353798000,3984640000,12468440000,60806878000,567785000,1990
monroe,97428990000,33677750000,82531380000,213638120000,4440541000,1522088000,3682097000,9644726000,2607000,1990
montgomery,4371104480000,445748360000,934183865000,5751036705000,311481760000,31666324000,64405598000,407553682000,6856402000,1990
morgan,95454020000,79751240000,26339162000,201544422000,3743180000,3303361000,986365000,8032905000,0,1990
morrow,168841970000,30736610000,19104500000,218683080000,9536898000,1752142810,1158042000,12447082000,11082000,1990
muskingum,501761880000,91101710000,100255214000,693118804000,29238208000,5221787000,5910929000,40370924000,459465000,1990
noble,71197420000,23134880000,26533718000,120866018000,2971985000,960683000,1094709000,5027376000,9834000,1990
ottawa,466655070000,275810580000,100681368000,843147018000,26865084000,11511434000,5166640000,43543157000,273751000,1990
paulding,119410600000,19853420000,19323152000,158587172000,6823334000,1112667000,1113220000,9049221000,199123000,1990
perry,146525860000,31378090000,17544374000,195448324000,8165874000,1741427000,989912000,10897213000,6547000,1990
pickaway,293306520000,54674240000,98058952000,446039712000,13666578000,2513762000,4312350000,20492690000,98351000,1990
pike,110393460000,37747760000,16993848000,165135068000,6047876000,1929432000,1064230000,9041539000,774000,1990
portage,926079380000,136702810000,160469909000,1223252099000,69350154000,9970960000,12166926000,91488040000,1600811000,1990
preble,267140940000,33245770000,34632980000,335019690000,12878774000,1576315000,1763376000,16218465000,552710000,1990
putnam,230198010000,28643200000,35407999000,294249209000,11062458000,1399706000,1531811000,13993975000,83840000,1990
richland,836258050000,120744030000,275830465000,1232832545000,50762957000,7452052000,16205541000,74420551000,910131000,1990
ross,404502330000,58386090000,122648950000,585537370000,21656672000,3082268000,6655112000,31394052000,153224000,1990
sandusky,410146830000,67309050000,137438050000,614893930000,20915191000,3471584000,6942955000,31329729000,411107000,1990
scioto,354694970000,82716030000,70362593000,507773593000,18849908000,4253946000,3532756000,26636609000,83037000,1990
seneca,384205450000,58118130000,103062611000,545386191000,19887451000,2982269000,5454097000,28323817000,246601000,1990
shelby,323891950000,61717160000,187762025000,573371135000,14792031000,2747028000,7987744000,25526803000,476440000,1990
stark,2697410230000,328169470000,713041989000,3738621689000,155345949000,18875403000,39895737000,214117088000,1005192000,1990
summit,4165211040000,431514460000,833206074000,5429931574000,289269924000,30003433000,56531613000,375804971000,13628255000,1990
trumbull,1518662500000,215395970000,450469755000,2184528225000,85467114000,11921784000,24423604000,121812501000,1166773000,1990
tuscarawas,561021110000,81726110000,144578230000,787325450000,28911995000,4081269000,7634418000,40627682000,126615000,1990
union,282338290000,53902630000,153071622000,489312542000,15202510000,2833578000,7716371000,25752459000,105992000,1990
van wert,213770780000,25981060000,47297105000,287048945000,11424189000,1402631000,2526415000,15353235000,144885000,1990
vinton,58240610000,26501610000,17032550000,101774770000,2272319000,1004650000,639503000,3916472000,0,1990
warren,979495240000,124729300000,137864346000,1242088886000,57759377000,7354678000,8222071000,73336126000,1326969000,1990
washington,402554150000,97463710000,156018196000,656036056000,17797122000,4274598000,6790194000,28861914000,34493000,1990
wayne,797101680000,87506820000,183693604000,1068302104000,46720507000,5036179000,11157373000,62914060000,165150000,1990
williams,241469350000,44127150000,88633249000,374229749000,15314941000,2796546000,5629583000,23741069000,407170000,1990
wood,889756880000,137769700000,205372070000,1232898650000,58294490000,8689839000,12761061000,79745390000,2621338000,1990
wyandot,150613620000,20281300000,30256740000,201151660000,7405522000,997394000,1491660000,9894576000,50131000,1990
adams,147683530000,286065599000,20080378000,453829507000,5500610000,9880419000,747745000,16128774000,14154000,1991
allen,714369200000,124710290000,350319084000,1189398574000,35558523000,6211805000,17149430000,58919757000,1324951000,1991
ashland,322379450000,64136330000,68148080000,454663860000,18345193000,3594193000,3940462000,25879848000,6994000,1991
ashtabula,663458280000,135867170000,130854231000,930179681000,41030679000,8345188000,8056625000,57432492000,1602095000,1991
athens,298313690000,67818140000,22743237000,388875067000,22498001000,4779563000,1733065000,29010629000,577542000,1991
auglaize,336476670000,45947320000,91992348000,474416338000,16820052000,2275258000,4572334000,23667645000,497211000,1991
belmont,409019440000,113141050000,62574120000,584734610000,20594898000,5578950000,3128888000,29302736000,26739000,1991
brown,191268610000,39775520000,16092616000,247136746000,9168034000,1955321000,788773000,11912129000,21238000,1991
butler,2799406830000,244051710000,499710910000,3543169450000,155938733000,13344908000,26125261000,195408902000,2953373000,1991
carroll,174624490000,45481510000,27771945000,247877945000,8448033000,2122116000,1388223000,11958373000,65629000,1991
champaign,239443230000,43494660000,61989152000,344927042000,12835384000,2299958000,3312366000,18447708000,47321000,1991
clark,992018500000,129852050000,179093645000,1300964195000,58004771000,7547417000,10370260000,75922448000,347105000,1991
clermont,1279944930000,235330610000,139557462000,1654833002000,83071341000,14238530000,8462405000,105772277000,360698000,1991
clinton,249812710000,36323300000,73461900000,359597910000,12332367000,1752277000,3548486000,17633130000,228761000,1991
columbiana,536718410000,117449770000,96821712000,750989892000,30510013000,6481753000,5760472000,42752238000,157652000,1991
coshocton,242445600000,173395170000,83437045000,499277815000,11644508000,6646593000,3910831000,22201931000,100137000,1991
crawford,300939120000,41398970000,89187374000,431525464000,18690557000,2576864000,5350444000,26617865000,91353000,1991
cuyahoga,13972598010000,1383456310000,2559042550000,17915096870000,1232707875000,116125022000,198244168000,1547077065000,23677742000,1991
darke,374974200000,32762810000,70032370000,477769380000,17387426000,1491606000,3314150000,22193182000,151793000,1991
defiance,278220630000,69067560000,64751279000,412039469000,14092090000,3517958000,3150420000,20760468000,330817000,1991
delaware,895792080000,98219600000,103408477000,1097420157000,50476596000,5277682000,5704516000,61458794000,78592000,1991
erie,691407640000,93025800000,151207198000,935640638000,48465482000,6383462000,10439218000,65288163000,1716534000,1991
fairfield,891935920000,95962730000,94200576000,1082099226000,61359353000,6243371000,6440258000,74042982000,270163000,1991
